timestamp,level,file,line,func,message
2026-05-11 20:14:40.197,INFO ,clip_example.cpp,116,main,"zero_shot_classification started"
2026-05-11 20:14:40.198,INFO ,clip_example.cpp,130,main,"loading models — text: src/zero_shot_classification/hef/tinyclip_vit_61m_32_text_29m_laion400m_text_encoder.hef | image: src/zero_shot_classification/hef/tinyclip_vit_61m_32_text_29m_laion400m_image_encoder.hef"
2026-05-11 20:14:40.198,INFO ,clip_example.cpp,136,main,"TEST_MODE=2 (0=both, 1=text only, 2=image only)"
2026-05-11 20:14:40.198,TRACE,hailo_infer.cpp,9,HailoInfer,"creating VDevice"
2026-05-11 20:14:40.211,TRACE,hailo_infer.cpp,13,HailoInfer,"VDevice created"
2026-05-11 20:14:40.211,TRACE,hailo_infer.cpp,16,HailoInfer,"loading HEF: src/zero_shot_classification/hef/tinyclip_vit_61m_32_text_29m_laion400m_image_encoder.hef"
2026-05-11 20:14:40.402,TRACE,hailo_infer.cpp,28,HailoInfer,"output vstream registered: tinyclip_vit_61m_32_text_29m_laion400m_image_encoder/conv50"
2026-05-11 20:14:40.402,TRACE,hailo_infer.cpp,48,init_vstreams,"creating input vstream params (format_type=1)"
2026-05-11 20:14:40.402,TRACE,hailo_infer.cpp,60,init_vstreams,"input vstream: name=tinyclip_vit_61m_32_text_29m_laion400m_image_encoder/input_layer1 shape=[H:224 W:224 C:3] frame_size=150528"
2026-05-11 20:14:40.402,TRACE,hailo_infer.cpp,66,init_vstreams,"creating output vstream params (format_type=3)"
2026-05-11 20:14:40.402,TRACE,hailo_infer.cpp,78,init_vstreams,"output vstream: name=tinyclip_vit_61m_32_text_29m_laion400m_image_encoder/conv50 shape=[H:1 W:1 C:512] frame_size=2048"
2026-05-11 20:14:40.403,TRACE,hailo_infer.cpp,33,HailoInfer,"model loaded: src/zero_shot_classification/hef/tinyclip_vit_61m_32_text_29m_laion400m_image_encoder.hef"
2026-05-11 20:14:40.403,TRACE,hailo_infer.cpp,36,HailoInfer,"HailoInfer init done: 1 model(s)"
2026-05-11 20:14:40.403,INFO ,clip_example.cpp,145,main,"model load OK (1 models loaded)"
2026-05-11 20:14:40.403,INFO ,clip_example.cpp,147,main,"probe done — exiting without inference"
