timestamp,level,file,line,func,message
2026-05-09 19:09:35.667,INFO ,classifier.cpp,64,main,"classifier started"
2026-05-09 19:09:35.668,DEBUG,classifier.cpp,70,main,"config: net=src/classification/hef/efficientnet_m.hef"
2026-05-09 19:09:35.668,DEBUG,classifier.cpp,71,main,"config: input=local_data/input_img"
2026-05-09 19:09:35.668,DEBUG,classifier.cpp,72,main,"config: output=local_data/output_img"
2026-05-09 19:09:35.668,INFO ,classifier.cpp,76,main,"loading model: src/classification/hef/efficientnet_m.hef"
2026-05-09 19:09:35.668,TRACE,hailo_infer.cpp,11,HailoInfer,"creating VDevice"
2026-05-09 19:09:35.680,TRACE,hailo_infer.cpp,15,HailoInfer,"VDevice created"
2026-05-09 19:09:35.681,TRACE,hailo_infer.cpp,17,HailoInfer,"loading HEF: src/classification/hef/efficientnet_m.hef"
2026-05-09 19:09:35.690,TRACE,hailo_infer.cpp,19,HailoInfer,"HEF loaded"
2026-05-09 19:09:35.721,TRACE,hailo_infer.cpp,27,HailoInfer,"network group configured"
2026-05-09 19:09:35.721,TRACE,hailo_infer.cpp,31,HailoInfer,"output vstream registered: efficientnet_m/softmax1"
2026-05-09 19:09:35.721,TRACE,hailo_infer.cpp,42,init_vstreams,"creating input vstream params (format_type=1)"
2026-05-09 19:09:35.721,TRACE,hailo_infer.cpp,54,init_vstreams,"input vstream: name=efficientnet_m/input_layer1 shape=[H:240 W:240 C:3] frame_size=172800"
2026-05-09 19:09:35.721,TRACE,hailo_infer.cpp,61,init_vstreams,"creating output vstream params (format_type=3)"
2026-05-09 19:09:35.721,TRACE,hailo_infer.cpp,73,init_vstreams,"output vstream: name=efficientnet_m/softmax1 shape=[H:1 W:1 C:1001] frame_size=4004"
2026-05-09 19:09:35.721,TRACE,hailo_infer.cpp,35,HailoInfer,"HailoInfer init done"
2026-05-09 19:09:35.722,TRACE,hailo_infer.cpp,82,get_input_info,"get_input_info: name=efficientnet_m/input_layer1 shape=[H:240 W:240 C:3]"
2026-05-09 19:09:35.722,INFO ,classifier.cpp,81,main,"model ready: input=[H:240 W:240]"
2026-05-09 19:09:35.722,TRACE,toolbox.cpp,41,is_image_file,"is_image_file: local_data/input_img/bus.jpg -> yes"
2026-05-09 19:09:35.722,DEBUG,classifier.cpp,91,main,"processing: bus.jpg"
2026-05-09 19:09:35.738,TRACE,classifier.cpp,99,main,"image loaded: [H:853 W:1280 C:3]"
2026-05-09 19:09:35.738,TRACE,toolbox.cpp,98,preprocess_image,"preprocess_image: src=[H:853 W:1280 C:3] target=[H:240 W:240] norm=0"
2026-05-09 19:09:35.744,TRACE,toolbox.cpp,114,preprocess_image,"preprocess_image: dst=[H:240 W:240 C:3 type:16]"
2026-05-09 19:09:35.745,TRACE,classifier.cpp,103,main,"image preprocessed: [H:240 W:240 C:3]"
2026-05-09 19:09:35.745,TRACE,hailo_infer.cpp,110,infer,"infer start: input=[H:240 W:240 C:3 type:16] output_vstreams=1"
2026-05-09 19:09:35.745,TRACE,hailo_infer.cpp,118,infer,"input frame_size=172800"
2026-05-09 19:09:35.769,TRACE,hailo_infer.cpp,151,infer,"all threads joined"
2026-05-09 19:09:35.769,TRACE,hailo_infer.cpp,154,infer,"write status=0"
2026-05-09 19:09:35.769,TRACE,hailo_infer.cpp,158,infer,"read[0] status=0"
2026-05-09 19:09:35.769,INFO ,hailo_infer.cpp,164,infer,"temperature: ts0=57.0 C ts1=57.4 C"
2026-05-09 19:09:35.769,TRACE,hailo_infer.cpp,172,infer,"result[0]: name=efficientnet_m/softmax1 buf_size=4004"
2026-05-09 19:09:35.769,TRACE,hailo_infer.cpp,175,infer,"infer done: 1 results"
2026-05-09 19:09:35.769,DEBUG,classifier.cpp,110,main,"infer done: 24.52 ms"
2026-05-09 19:09:35.770,TRACE,classifier.cpp,117,main,"output: num_classes=1001"
2026-05-09 19:09:35.770,TRACE,classifier.cpp,46,classify_and_format,"classify: top_idx=706 conf=0.5569 threshold=0.30"
2026-05-09 19:09:35.770,TRACE,classifier.cpp,56,classify_and_format,"classify: result=patio, terrace (55.7%)"
2026-05-09 19:09:35.770,INFO ,classifier.cpp,120,main,"result: bus.jpg -> patio, terrace (55.7%)"
2026-05-09 19:09:35.792,TRACE,toolbox.cpp,202,save_image,"save_image: saved local_data/output_img/bus.jpg [H:853 W:1280]"
2026-05-09 19:09:35.792,TRACE,classifier.cpp,126,main,"saved: local_data/output_img/bus.jpg"
2026-05-09 19:09:35.792,TRACE,toolbox.cpp,41,is_image_file,"is_image_file: local_data/input_img/dog.jpg -> yes"
2026-05-09 19:09:35.792,DEBUG,classifier.cpp,91,main,"processing: dog.jpg"
2026-05-09 19:09:35.793,TRACE,classifier.cpp,99,main,"image loaded: [H:194 W:259 C:3]"
2026-05-09 19:09:35.793,TRACE,toolbox.cpp,98,preprocess_image,"preprocess_image: src=[H:194 W:259 C:3] target=[H:240 W:240] norm=0"
2026-05-09 19:09:35.794,TRACE,toolbox.cpp,114,preprocess_image,"preprocess_image: dst=[H:240 W:240 C:3 type:16]"
2026-05-09 19:09:35.794,TRACE,classifier.cpp,103,main,"image preprocessed: [H:240 W:240 C:3]"
2026-05-09 19:09:35.794,TRACE,hailo_infer.cpp,110,infer,"infer start: input=[H:240 W:240 C:3 type:16] output_vstreams=1"
2026-05-09 19:09:35.794,TRACE,hailo_infer.cpp,118,infer,"input frame_size=172800"
2026-05-09 19:09:35.800,TRACE,hailo_infer.cpp,151,infer,"all threads joined"
2026-05-09 19:09:35.800,TRACE,hailo_infer.cpp,154,infer,"write status=0"
2026-05-09 19:09:35.800,TRACE,hailo_infer.cpp,158,infer,"read[0] status=0"
2026-05-09 19:09:35.800,INFO ,hailo_infer.cpp,164,infer,"temperature: ts0=57.1 C ts1=57.3 C"
2026-05-09 19:09:35.800,TRACE,hailo_infer.cpp,172,infer,"result[0]: name=efficientnet_m/softmax1 buf_size=4004"
2026-05-09 19:09:35.800,TRACE,hailo_infer.cpp,175,infer,"infer done: 1 results"
2026-05-09 19:09:35.800,DEBUG,classifier.cpp,110,main,"infer done: 6.14 ms"
2026-05-09 19:09:35.800,TRACE,classifier.cpp,117,main,"output: num_classes=1001"
2026-05-09 19:09:35.800,TRACE,classifier.cpp,46,classify_and_format,"classify: top_idx=160 conf=0.3059 threshold=0.30"
2026-05-09 19:09:35.800,TRACE,classifier.cpp,56,classify_and_format,"classify: result=Afghan hound, Afghan (30.6%)"
2026-05-09 19:09:35.800,INFO ,classifier.cpp,120,main,"result: dog.jpg -> Afghan hound, Afghan (30.6%)"
2026-05-09 19:09:35.802,TRACE,toolbox.cpp,202,save_image,"save_image: saved local_data/output_img/dog.jpg [H:194 W:259]"
2026-05-09 19:09:35.802,TRACE,classifier.cpp,126,main,"saved: local_data/output_img/dog.jpg"
2026-05-09 19:09:35.802,TRACE,toolbox.cpp,41,is_image_file,"is_image_file: local_data/input_img/images.jpg -> yes"
2026-05-09 19:09:35.802,DEBUG,classifier.cpp,91,main,"processing: images.jpg"
2026-05-09 19:09:35.803,TRACE,classifier.cpp,99,main,"image loaded: [H:168 W:300 C:3]"
2026-05-09 19:09:35.803,TRACE,toolbox.cpp,98,preprocess_image,"preprocess_image: src=[H:168 W:300 C:3] target=[H:240 W:240] norm=0"
2026-05-09 19:09:35.803,TRACE,toolbox.cpp,114,preprocess_image,"preprocess_image: dst=[H:240 W:240 C:3 type:16]"
2026-05-09 19:09:35.803,TRACE,classifier.cpp,103,main,"image preprocessed: [H:240 W:240 C:3]"
2026-05-09 19:09:35.803,TRACE,hailo_infer.cpp,110,infer,"infer start: input=[H:240 W:240 C:3 type:16] output_vstreams=1"
2026-05-09 19:09:35.803,TRACE,hailo_infer.cpp,118,infer,"input frame_size=172800"
2026-05-09 19:09:35.809,TRACE,hailo_infer.cpp,151,infer,"all threads joined"
2026-05-09 19:09:35.809,TRACE,hailo_infer.cpp,154,infer,"write status=0"
2026-05-09 19:09:35.809,TRACE,hailo_infer.cpp,158,infer,"read[0] status=0"
2026-05-09 19:09:35.809,INFO ,hailo_infer.cpp,164,infer,"temperature: ts0=57.1 C ts1=57.3 C"
2026-05-09 19:09:35.809,TRACE,hailo_infer.cpp,172,infer,"result[0]: name=efficientnet_m/softmax1 buf_size=4004"
2026-05-09 19:09:35.810,TRACE,hailo_infer.cpp,175,infer,"infer done: 1 results"
2026-05-09 19:09:35.810,DEBUG,classifier.cpp,110,main,"infer done: 6.13 ms"
2026-05-09 19:09:35.810,TRACE,classifier.cpp,117,main,"output: num_classes=1001"
2026-05-09 19:09:35.810,TRACE,classifier.cpp,46,classify_and_format,"classify: top_idx=818 conf=0.8000 threshold=0.30"
2026-05-09 19:09:35.810,TRACE,classifier.cpp,56,classify_and_format,"classify: result=spotlight, spot (80.0%)"
2026-05-09 19:09:35.810,INFO ,classifier.cpp,120,main,"result: images.jpg -> spotlight, spot (80.0%)"
2026-05-09 19:09:35.811,TRACE,toolbox.cpp,202,save_image,"save_image: saved local_data/output_img/images.jpg [H:168 W:300]"
2026-05-09 19:09:35.811,TRACE,classifier.cpp,126,main,"saved: local_data/output_img/images.jpg"
2026-05-09 19:09:35.811,TRACE,toolbox.cpp,41,is_image_file,"is_image_file: local_data/input_img/people.jpg -> yes"
2026-05-09 19:09:35.811,DEBUG,classifier.cpp,91,main,"processing: people.jpg"
2026-05-09 19:09:35.836,TRACE,classifier.cpp,99,main,"image loaded: [H:1334 W:2000 C:3]"
2026-05-09 19:09:35.836,TRACE,toolbox.cpp,98,preprocess_image,"preprocess_image: src=[H:1334 W:2000 C:3] target=[H:240 W:240] norm=0"
2026-05-09 19:09:35.846,TRACE,toolbox.cpp,114,preprocess_image,"preprocess_image: dst=[H:240 W:240 C:3 type:16]"
2026-05-09 19:09:35.846,TRACE,classifier.cpp,103,main,"image preprocessed: [H:240 W:240 C:3]"
2026-05-09 19:09:35.846,TRACE,hailo_infer.cpp,110,infer,"infer start: input=[H:240 W:240 C:3 type:16] output_vstreams=1"
2026-05-09 19:09:35.846,TRACE,hailo_infer.cpp,118,infer,"input frame_size=172800"
2026-05-09 19:09:35.852,TRACE,hailo_infer.cpp,151,infer,"all threads joined"
2026-05-09 19:09:35.852,TRACE,hailo_infer.cpp,154,infer,"write status=0"
2026-05-09 19:09:35.852,TRACE,hailo_infer.cpp,158,infer,"read[0] status=0"
2026-05-09 19:09:35.852,INFO ,hailo_infer.cpp,164,infer,"temperature: ts0=57.0 C ts1=57.3 C"
2026-05-09 19:09:35.852,TRACE,hailo_infer.cpp,172,infer,"result[0]: name=efficientnet_m/softmax1 buf_size=4004"
2026-05-09 19:09:35.852,TRACE,hailo_infer.cpp,175,infer,"infer done: 1 results"
2026-05-09 19:09:35.852,DEBUG,classifier.cpp,110,main,"infer done: 6.01 ms"
2026-05-09 19:09:35.852,TRACE,classifier.cpp,117,main,"output: num_classes=1001"
2026-05-09 19:09:35.852,TRACE,classifier.cpp,46,classify_and_format,"classify: top_idx=446 conf=0.5647 threshold=0.30"
2026-05-09 19:09:35.852,TRACE,classifier.cpp,56,classify_and_format,"classify: result=binder, ring-binder (56.5%)"
2026-05-09 19:09:35.852,INFO ,classifier.cpp,120,main,"result: people.jpg -> binder, ring-binder (56.5%)"
2026-05-09 19:09:35.877,TRACE,toolbox.cpp,202,save_image,"save_image: saved local_data/output_img/people.jpg [H:1334 W:2000]"
2026-05-09 19:09:35.877,TRACE,classifier.cpp,126,main,"saved: local_data/output_img/people.jpg"
2026-05-09 19:09:35.878,INFO ,classifier.cpp,130,main,"all done: 4 images processed"
2026-05-09 19:09:35.878,INFO ,toolbox.cpp,234,print_inference_statistics,"stats: frames=4 fps=93.47 latency=10.70 ms total=0.210 sec"
