timestamp,level,file,line,func,message
2026-05-11 20:25:32.300,INFO ,clip_example.cpp,116,main,"zero_shot_classification started"
2026-05-11 20:25:32.301,INFO ,clip_example.cpp,130,main,"loading models — text: src/zero_shot_classification/hef/clip_vit_b_16_text_encoder.hef | image: src/zero_shot_classification/hef/clip_vit_b_16_image_encoder.hef"
2026-05-11 20:25:32.301,INFO ,clip_example.cpp,136,main,"TEST_MODE=0 (0=both, 1=text only, 2=image only)"
2026-05-11 20:25:32.301,TRACE,hailo_infer.cpp,9,HailoInfer,"creating VDevice"
2026-05-11 20:25:32.314,TRACE,hailo_infer.cpp,13,HailoInfer,"VDevice created"
2026-05-11 20:25:32.314,TRACE,hailo_infer.cpp,16,HailoInfer,"loading HEF: src/zero_shot_classification/hef/clip_vit_b_16_text_encoder.hef"
2026-05-11 20:25:32.525,TRACE,hailo_infer.cpp,28,HailoInfer,"output vstream registered: clip_vit_b_16_text_encoder/normalization25"
2026-05-11 20:25:32.525,TRACE,hailo_infer.cpp,48,init_vstreams,"creating input vstream params (format_type=3)"
2026-05-11 20:25:32.526,TRACE,hailo_infer.cpp,60,init_vstreams,"input vstream: name=clip_vit_b_16_text_encoder/input_layer1 shape=[H:1 W:77 C:512] frame_size=157696"
2026-05-11 20:25:32.526,TRACE,hailo_infer.cpp,66,init_vstreams,"creating output vstream params (format_type=3)"
2026-05-11 20:25:32.527,TRACE,hailo_infer.cpp,78,init_vstreams,"output vstream: name=clip_vit_b_16_text_encoder/normalization25 shape=[H:1 W:77 C:512] frame_size=157696"
2026-05-11 20:25:32.527,TRACE,hailo_infer.cpp,33,HailoInfer,"model loaded: src/zero_shot_classification/hef/clip_vit_b_16_text_encoder.hef"
2026-05-11 20:25:32.528,TRACE,hailo_infer.cpp,16,HailoInfer,"loading HEF: src/zero_shot_classification/hef/clip_vit_b_16_image_encoder.hef"
2026-05-11 20:25:32.760,TRACE,hailo_infer.cpp,28,HailoInfer,"output vstream registered: clip_vit_b_16_image_encoder/conv50"
2026-05-11 20:25:32.760,TRACE,hailo_infer.cpp,48,init_vstreams,"creating input vstream params (format_type=1)"
2026-05-11 20:25:32.760,TRACE,hailo_infer.cpp,60,init_vstreams,"input vstream: name=clip_vit_b_16_image_encoder/input_layer1 shape=[H:224 W:224 C:3] frame_size=150528"
2026-05-11 20:25:32.760,TRACE,hailo_infer.cpp,66,init_vstreams,"creating output vstream params (format_type=3)"
2026-05-11 20:25:32.761,TRACE,hailo_infer.cpp,78,init_vstreams,"output vstream: name=clip_vit_b_16_image_encoder/conv50 shape=[H:1 W:1 C:512] frame_size=2048"
2026-05-11 20:25:32.761,TRACE,hailo_infer.cpp,33,HailoInfer,"model loaded: src/zero_shot_classification/hef/clip_vit_b_16_image_encoder.hef"
2026-05-11 20:25:32.761,TRACE,hailo_infer.cpp,36,HailoInfer,"HailoInfer init done: 2 model(s)"
2026-05-11 20:25:32.761,INFO ,clip_example.cpp,145,main,"model load OK (2 models loaded)"
2026-05-11 20:25:32.762,INFO ,clip_example.cpp,153,main,"encoding 3 prompts"
2026-05-11 20:25:33.442,TRACE,hailo_infer.cpp,97,get_output_infos,"get_output_infos[0]: name=clip_vit_b_16_text_encoder/normalization25 shape=[H:1 W:77 C:512]"
2026-05-11 20:25:33.442,TRACE,hailo_infer.cpp,143,infer,"infer start: model_index=0 input_size=236544 output_type=3 output_vstreams=1"
2026-05-11 20:25:43.453,TRACE,hailo_infer.cpp,164,infer,"all threads joined"
2026-05-11 20:25:43.453,ERROR,hailo_infer.cpp,167,infer,"write thread failed: status=2"
2026-05-11 20:25:43.453,ERROR,hailo_infer.cpp,170,infer,"read thread[0] failed: status=4"
2026-05-11 20:25:43.453,INFO ,hailo_infer.cpp,174,infer,"temperature: ts0=59.6 C ts1=59.9 C"
2026-05-11 20:25:43.453,TRACE,hailo_infer.cpp,176,infer,"infer done: model_index=0"
2026-05-11 20:25:43.527,ERROR,clip_example.cpp,207,main,"exception: text encoder infer failed"
